PROVID;CULTURE;Religion;TRADEGOOD;unused;indentured;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE_RANK;NAME;AREA;TERRAIN;;;LITERACY;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type 2;Extra pop culture 2;Extra pop religion 2;Extra pop size 2;Extra pop type 3;Extra pop culture 3;Extra pop religion 3;Extra pop size 3;Extra pop type 4;Extra pop culture 4;Extra pop religion 4;Extra pop size 4;Extra pop type 5;Extra pop culture 5;Extra pop religion 5;Extra pop size 5;Extra pop type 6;Extra pop culture 6;Extra pop religion 6;Extra pop size 6;Extra pop type 7;Extra pop culture 7;Extra pop religion 7;Extra pop size 7
4438;polish;catholic;wood;0;0;5;1;1;0;0;0;10;0;Konitz;Pommerellen;forest;patched_state;Pommerellen;;lower_strata;polish;catholic;3;proletariat;polish;catholic;1;;;;;;;;;;;;;;;;;;;;
4439;central_italian;catholic;fish;0;1;5;1;1;0;0;0;6;0;Viareggio;Tuscany;coastal_terrain;patched_state;Tuscany;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4440;anglo_canadian;anglican;cloth;0;0;0;0;0;0;0;0;10;0;Manicouagan;spare_state;coastal_terrain;patched_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4441;hui;sunni;grain;0;0;165;5;0;0;0;3;0;0;Huangshan;Wuhu;hills;patched_state;Wuhu;;lower_strata;xiajiang;chinese_shamanism;80;lower_strata;hui;syncretic_muslim;35;;;;;;;;;;;;;;;;;;;;
4442;north_german;catholic;wood;0;0;5;1;1;0;0;0;20;0;Butow;Pommern;forest;patched_state;Pommern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4443;armenian;orthodox;livestock;0;0;9;0;0;0;0;0;15;0;Mus;Bitlis;;patched_state;Bitlis;;lower_strata;turkish;sunni;11;;;;;;;;;;;;;;;;;;;;;;;;
4444;nogai;sunni;mediterranean_fruit;0;0;2;0;0;0;1;0;6;0;Feodosia;Taurida;hills;patched_state;Taurida;;lower_strata;crimean;sunni;2;middle_strata;russian;orthodox;1;tribesmen;krymchak;jewish;1;;;;;;;;;;;;;;;;
4445;tamil;hindu;elephants;0;0;52;5;2;0;12;0;5;0;Coimbatore;Mysore;farmland;patched_state;Mysore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4446;ukrainian;orthodox;mediterranean_fruit;0;0;20;1;0;0;0;0;10;0;Cetatea Albă;Bessarabia;farmland;patched_state;Bessarabia;;lower_strata;nogai;sunni;1;;;;;;;;;;;;;;;;;;;;;;;;
4447;walloon;catholic;cloth;0;0;16;3;0;0;0;1;28;0;Verviers;Wallonia;;patched_state;Wallonia;;middle_strata;flemish;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
4448;turkish;sunni;textile_fibres;0;0;2;0;0;0;4;0;10;0;Gökçe;Adana;;patched_state;Adana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4449;yankee;reformed;cloth;0;0;8;5;3;0;0;1;15;0;Taunton;Massachusetts;;patched_state;Massachusetts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4450;livonian;lutheran;gems;0;1;4;0;0;0;0;0;12;0;Pilten;Kurland;forest;patched_state;Kurland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4451;french;catholic;wool;0;0;15;2;5;0;0;1;20;0;Saint-Dié-des-Vosges;Lorraine;;patched_state;Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4452;minor_aboriginal;mythic;wood;0;0;0;0;0;0;0;0;0;0;PROV4452;Queensland;hills;patched_state;Queensland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4453;yankee;reformed;livestock;0;0;4;1;0;0;0;0;15;0;Colchester;New York;plains;patched_state;New York;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4454;salish;earth_lodge;wood;0;0;0;0;0;0;0;0;0;0;PROV4454;Washington;forest;patched_state;Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4455;hui;sunni;grain;0;102;120;10;0;0;0;2;0;0;Chizhou;Wuhu;hills;patched_state;Wuhu;;lower_strata;xiajiang;daoism;50;lower_strata;hui;syncretic_muslim;40;;;;;;;;;;;;;;;;;;;;
4456;nunavut;inuit;fish;0;0;0;0;0;0;1;0;0;0;Frobisher Bay;Nunavut;tundra;patched_state;Nunavut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4457;tamazight;sunni;cloth;0;0;0;0;0;0;3;0;0;0;Waddan;Tripolitania;desert;patched_state;Tripolitania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4458;armenian;sunni;grain;0;0;6;0;0;0;0;0;15;0;Refahiye;Sivas;;patched_state;Sivas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4459;yankee;reformed;cloth;0;0;3;1;0;0;0;0;15;0;Saint Louis;Missouri;plains;patched_state;Missouri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4460;kannada;hindu;gold;0;0;9;5;3;0;15;0;5;0;Madikeri;Mysore;low_mountain;patched_state;Mysore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4461;moldovan;orthodox;mediterranean_fruit;0;5;5;0;0;0;0;0;5;0;Cahul;Bessarabia;farmland;patched_state;Bessarabia;;lower_strata;ukrainian;orthodox;2;lower_strata;nogai;sunni;3;;;;;;;;;;;;;;;;;;;;
4462;telugu;hindu;mediterranean_fruit;0;0;48;5;3;0;18;0;5;0;Tirupati;Carnatic;farmland;patched_state;Carnatic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4463;turkish;sunni;textile_fibres;0;0;9;1;0;0;2;0;10;0;Elmali;Konya;;patched_state;Konya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4464;ot_danum;hindu;cloth;0;0;0;0;0;0;0;0;0;0;PROV4464;Kaliman;dense_jungle;patched_state;Kaliman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4465;kannada;hindu;textile_fibres;0;0;32;0;2;0;10;0;5;0;Yellapur;Gujarat;semi_arid;patched_state;Gujarat;;lower_strata;siddi;sunni;1;middle_strata;siddi;sunni;1;;;;;;;;;;;;;;;;;;;;
4466;mongolian;mahayana;camel;0;0;0;0;0;0;1;0;0;0;Tsogttsetsii;Monggol_Ulus;desert;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4467;brazilian;catholic;coffee;0;0;3;0;0;0;0;0;8;0;Ubatuba;Sao Paulo;forest;patched_state;Sao Paulo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4468;papuan;mythic;sugar;0;0;0;0;0;0;1;0;0;0;Kaimana;New_Guinea;dense_jungle;patched_state;New_Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4469;russian;orthodox;wood;0;0;4;0;0;0;0;0;7;0;Kaskat;Orenburg;plains;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4470;norteno;catholic;livestock;0;0;2;0;0;0;0;0;0;0;Matamoros;San_Luis_Potosí;plains;patched_state;San_Luis_Potosí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4471;assiniboine;waashat;grain;0;0;0;0;0;0;1;0;0;0;Cheval;Manitoba;plains;patched_state;Manitoba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4472;tamazight;sunni;cloth;0;0;0;0;0;0;2;0;0;0;Ash Shwayrif;Fezzan;;patched_state;Fezzan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4473;tuvan;sunni;wood;0;0;1;0;0;0;0;0;0;0;Bolotnoye;Novosibirsk;plains;patched_state;Novosibirsk;;lower_strata;russian;orthodox;2;;;;;;;;;;;;;;;;;;;;;;;;
4474;osage;waashat;cloth;0;0;0;0;0;0;0;0;0;0;Osceola;Missouri;forest;patched_state;Missouri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4475;altai;sunni;wood;0;0;0;0;0;0;0;0;0;0;Fedorovka;Novosibirsk;forest;patched_state;Novosibirsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4476;mijikenda;sunni;tropical_fruit;0;0;1;0;0;8;14;0;0;0;Lamu;Kenya;dense_jungle;patched_state;Kenya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4477;tiv;bantu;cloth;0;0;11;0;0;0;31;0;0;0;Igbo-Ukwu;Nigeria;semi_arid;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4478;mongolian;mahayana;camel;0;0;0;0;0;0;1;0;0;0;Gobi Desert;Monggol_Ulus;desert;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4479;sulawesi;sunni;cloth;0;0;2;0;0;0;5;0;0;0;Kendari;Sulawesi;dense_jungle;patched_state;Sulawesi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4480;mexican;catholic;cloth;0;0;10;3;3;0;0;1;15;0;Santiago;Mexico;farmland;patched_state;Mexico;;lower_strata;otomi;catholic;17;upper_strata;castilian;catholic;1;lower_strata;nahuatl;catholic;1;;;;;;;;;;;;;;;;
4481;persian;shiite;wood;0;0;9;0;0;0;5;0;8;0;Aligudarz;Irakadjemi;semi_arid;patched_state;Irakadjemi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4482;swedish;lutheran;wood;0;0;5;0;0;0;0;0;10;0;Sala;state_558;;patched_state;state_558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4483;brazilian;catholic;rubber;0;0;3;0;0;0;0;0;8;0;Manaus;Amazonas;sparse_jungle;patched_state;Amazonas;;tribesmen;tupi;catimbo;2;lower_strata;tupi;catholic;1;;;;;;;;;;;;;;;;;;;;
4484;polish;catholic;grain;0;0;15;3;3;0;0;1;10;1;Lemberg;Ostgalizien;farmland;patched_state;Ostgalizien;;middle_strata;ashkenazi;jewish;2;lower_strata;ukrainian;orthodox;20;proletariat;ukrainian;orthodox;1;;;;;;;;;;;;;;;;
4485;belarusian;orthodox;cloth;0;3;4;1;0;0;0;1;10;0;Polazk;Vitebsk;farmland;patched_state;Vitebsk;;middle_strata;polish;catholic;1;middle_strata;lithuanian;catholic;1;;;;;;;;;;;;;;;;;;;;
4486;swedish;lutheran;wood;0;0;0;0;0;0;0;0;10;0;PROV4486;state_461;;patched_state;state_461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4487;south_german;catholic;mediterranean_fruit;0;0;11;10;7;0;0;1;20;0;Freiburg;Baden;;patched_state;Baden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4488;tuareg;sunni;wood;0;0;0;0;0;0;0;0;0;0;PROV4488;Niger;desert;patched_state;Niger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4489;russian;orthodox;cloth;0;0;3;0;0;0;0;0;7;0;Navlya;Oriol;forest;patched_state;Oriol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4490;swedish;lutheran;livestock;0;0;3;1;1;0;0;0;10;0;Norberg;state_558;;patched_state;state_558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4491;russian;orthodox;grain;0;2;8;3;2;0;0;1;7;1;Novgorod;Novgorod;plains;patched_state;Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4492;castilian;catholic;mediterranean_fruit;0;0;8;1;1;0;0;0;10;0;Adrada;La Mancha;;patched_state;La Mancha;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4493;polish;catholic;wood;0;0;23;5;2;0;0;1;10;1;Przemyśl;Westgalizien;farmland;patched_state;Westgalizien;;lower_strata;ukrainian;orthodox;5;;;;;middle_strata;ashkenazi;jewish;1;;;;;;;;;;;;;;;;
4494;korean;mahayana;grain;0;0;59;4;0;0;0;0;0;0;Pohang;Namhan;low_mountain;patched_state;Namhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4495;north_german;lutheran;cloth;0;0;5;3;4;0;0;0;20;0;Ilmenau;Thüringen;;patched_state;Thüringen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4496;latgalian;orthodox;cloth;0;0;2;0;0;0;0;0;7;0;Shaiterovo;Vitebsk;forest;patched_state;Vitebsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4497;yankee;reformed;grain;0;0;6;3;1;0;0;1;15;0;West Point;New York;plains;patched_state;New York;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4498;south_german;catholic;cloth;0;0;12;7;6;0;0;0;20;0;Villingen;Baden;;patched_state;Baden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4499;tigre;sunni;fish;0;0;8;0;0;5;5;0;3;0;Massaua;Eritrea;coastal_terrain;patched_state;Eritrea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4500;ukrainian;orthodox;cloth;0;0;2;0;0;0;0;0;10;0;Starodub;Chernigov;forest;patched_state;Chernigov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4501;temne;serer;palm;0;0;3;0;0;5;19;0;0;0;Kambia;Sierra Leone;semi_arid;patched_state;Sierra Leone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4502;egyptian_arabic;sunni;textile_fibres;0;0;3;0;0;0;3;0;15;0;Marakib Sag;Aswan;desert;patched_state;Aswan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4503;castilian;catholic;tin;0;4;4;0;0;0;0;0;10;0;Alcántara;Extremadura;;patched_state;Extremadura;13;lower_strata;galician;catholic;2;;;;;;;;;;;;;;;;;;;;;;;;
4504;beihua;daoism;temperate_fruit;0;0;245;5;2;0;0;8;10;0;Lingfeng;Shanxi;farmland;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4505;korean;korean_shamanism;cloth;0;0;1;0;0;0;0;0;0;0;PROV4505;Antung;plains;patched_state;Antung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4506;romanian;orthodox;mediterranean_fruit;0;0;11;2;2;0;0;1;7;1;Galati;Moldova;farmland;patched_state;Moldova;;lower_strata;ukrainian;orthodox;5;middle_strata;greek;orthodox;2;;;;;;;;;;;;;;;;;;;;
4507;malayalam;hindu;inorganic_compounds;0;0;46;5;1;0;8;0;0;0;Tirunelveli;Carnatic;forest;patched_state;Carnatic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4508;korean;mahayana;grain;0;0;69;0;0;0;0;0;0;0;Andong;Namhan;farmland;patched_state;Namhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4509;north_german;lutheran;cloth;0;0;7;5;5;0;0;2;20;1;Gotha;Thüringen;;patched_state;Thüringen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4510;beihua;daoism;grain;0;0;230;10;0;0;0;5;10;0;Penglai;Shandong;hills;patched_state;Shandong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4511;yankee;lutheran;grain;0;0;2;0;0;0;0;0;15;0;Stroudsburg;Pennsylvania;plains;patched_state;Pennsylvania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4512;azeri;shiite;cloth;0;0;12;0;0;0;3;0;8;0;Mianeh;Azerbijan;semi_arid;patched_state;Azerbijan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4513;beihua;daoism;grain;0;0;175;7;0;0;0;1;10;0;Cangzhou;Zhili;farmland;patched_state;Zhili;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4514;rankulche;tain_feyentun;grain;0;0;0;0;0;0;2;0;0;0;Guaminí;Buenos Aires;plains;patched_state;Buenos Aires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4515;malinke;serer;cloth;0;0;2;0;0;8;18;0;0;0;Dabola;Guinea;plains;patched_state;Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4516;omani;ibadi;spices;0;0;0;0;0;0;14;0;0;0;Sur;Oman;;patched_state;Oman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4517;bashkir;sunni;cloth;0;0;2;0;0;0;1;0;0;0;Aktobe;Turgai;semi_arid;patched_state;Turgai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4518;okinawan;mahayana;fish;0;0;5;0;0;0;0;0;0;0;Amami-Oshima;Okinawa;;patched_state;Okinawa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4519;ojibwe-potawatomi;waashat;wood;0;0;0;0;0;0;1;0;0;0;Schreiber;Ontario;boreal_forest;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4520;levantine;sunni;wool;0;0;7;0;0;0;0;0;10;0;Vadiülacem;Damascus;;patched_state;Damascus;;lower_strata;levantine;druze;1;;;;;;;;;;;;;;;;;;;;;;;;
4521;korean;korean_shamanism;cloth;0;0;1;0;0;0;0;0;0;0;PROV4521;Antung;plains;patched_state;Antung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4522;kurdish;sunni;grain;0;0;2;0;0;0;2;0;0;0;Al Hasakah;Aleppo;;patched_state;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4523;malayalam;hindu;tea;0;0;46;5;1;0;8;0;1;1;Trivandrum;Travancore;farmland;patched_state;Travancore;;lower_strata;malayalam;nestorian;10;;;;;;;;;;;;;;;;;;;;;;;;
4524;kurdish;sunni;wool;0;0;7;0;0;0;0;0;0;0;Siirt;Diyarbakir;;patched_state;Diyarbakir;;lower_strata;armenian;orthodox;3;lower_strata;turkish;sunni;2;tribesmen;turkish;sunni;1;;;;;;;;;;;;;;;;
4525;kongo;bantu;livestock;0;0;2;0;0;0;14;0;0;0;PROV4525;Congo;plains;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4526;kurdish;sunni;grain;0;0;6;0;0;0;0;0;0;0;Zakho;Mosil;;patched_state;Mosil;;lower_strata;assyrian;catholic;3;lower_strata;mizrahi;jewish;2;;;;;;;;;;;;;;;;;;;;
4527;uighur;sunni;livestock;0;0;6;0;0;0;4;0;0;0;Yopurga;Xinjiang;semi_arid;patched_state;Xinjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4528;minor_aboriginal;mythic;wood;0;0;0;0;0;0;0;0;0;0;Brisbane;Queensland;forest;patched_state;Queensland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4529;omani;ibadi;grain;0;0;0;0;0;0;13;0;0;0;Sohar;Oman;;patched_state;Oman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4530;makwe;sunni;cloth;0;0;2;0;0;8;8;0;0;0;PROV4530;Tanzania;plains;patched_state;Tanzania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4531;tshangla;mahayana;coal;0;0;7;0;0;0;0;0;0;0;Zayu;Tibet;low_mountain;patched_state;Tibet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4532;ojibwe-potawatomi;waashat;wood;0;0;0;0;0;0;1;0;0;0;Fort Frances;Ontario;boreal_forest;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4533;hindi;hindu;grain;0;0;360;30;21;0;117;0;9;0;Jaunpur;Delhi;farmland;patched_state;Delhi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4534;brazilian;catholic;chocolate;0;0;14;1;2;0;0;0;8;0;Itabuna;Bahia;plains;patched_state;Bahia;;proletariat;afro_portuguese;dahoman;3;slaves;afro_portuguese;dahoman;3;;;;;;;;;;;;;;;;;;;;
4535;english;sunni;cloth;0;0;7;0;0;0;1;0;0;0;Tup;spare_state;low_mountain;patched_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4536;;;;0;0;0;0;0;0;0;0;0;0;PROV4536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4537;belarusian;orthodox;cloth;0;3;8;0;0;0;0;0;10;0;Dubrouna;Mogilev;forest;patched_state;Mogilev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4538;norwegian;lutheran;wood;0;0;3;0;0;0;0;0;10;0;Verdalsøra;Drontheim;low_mountain;patched_state;Drontheim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4539;bashkir;orthodox;wood;0;0;4;0;0;0;0;0;0;0;Novosergiyevka;Orenburg;plains;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4540;russian;orthodox;wood;0;0;5;0;0;0;0;0;7;0;Sudislavl;Kostroma;forest;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4541;circassian;sunni;cloth;0;0;1;0;0;0;1;0;0;0;Prokhladny;Terek;plains;patched_state;Terek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4542;ukrainian;orthodox;cloth;0;7;4;0;0;0;0;0;10;0;Khmilnik;Podolia;farmland;patched_state;Podolia;;lower_strata;ashkenazi;jewish;3;lower_strata;polish;catholic;1;;;;;;;;;;;;;;;;;;;;
4543;chuvash;tengri;wood;0;0;2;0;0;0;0;0;0;0;Shurmelia;Kazan;forest;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4544;omani;ibadi;fish;0;0;0;0;0;0;1;0;7;0;Masirah ;Olonets;boreal_forest;patched_state;Olonets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4545;kazakh;orthodox;wood;0;0;2;0;0;0;0;0;0;0;Pogodayev;Orenburg;hills;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4546;russian;orthodox;cloth;0;0;4;0;0;0;0;0;7;0;Terbuny;Oriol;forest;patched_state;Oriol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4547;russian;orthodox;wood;0;0;4;0;0;0;0;0;7;0;Vasilyovo;Kostroma;forest;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4548;yue;daoism;tropical_fruit;0;0;54;2;0;4;0;1;10;0;Yashanzhen;South Guangxi;hills;patched_state;South Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4549;russian;orthodox;cloth;0;0;6;0;0;0;0;0;7;0;Dolgoe;Oriol;plains;patched_state;Oriol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4550;south_italian;catholic;spices;0;14;10;0;0;0;0;0;6;0;Mondragone;Campania;farmlands;patched_state;Campania;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4551;circassian;sunni;cloth;0;0;1;0;0;0;2;0;0;0;Kislovodsk;Kuban;low_mountain;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4552;malayan;sunni;cloth;0;0;0;0;0;0;4;0;0;0;Pasir Pengaraian;Sumatra;dense_jungle;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4553;romanian;orthodox;grain;0;0;10;4;2;0;0;1;7;1;Galicea;Valahia;hills;patched_state;Valahia;;lower_strata;sephardi;jewish;2;tribesmen;romani;orthodox;3;;;;;;;;;;;;;;;;;;;;
4554;ukrainian;orthodox;grain;0;3;4;0;0;0;0;0;10;0;Dubno;Volhyn;farmland;patched_state;Volhyn;;lower_strata;polish;catholic;2;lower_strata;ashkenazi;jewish;2;;;;;;;;;;;;;;;;;;;;
4555;korean;mahayana;grain;0;0;69;7;0;0;0;4;0;0;Daegu;Namhan;farmland;patched_state;Namhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4556;russian;orthodox;wood;0;0;2;0;0;0;0;0;7;0;Boldino;Nizhny Novgorod;forest;patched_state;Nizhny Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4557;french;catholic;mediterranean_fruit;0;0;55;3;0;0;0;3;20;1;Dijon;Bourgogne;;patched_state;Bourgogne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4558;melanesian;mana;cloth;0;0;0;0;0;0;3;0;0;0;Maliana;Nusa_Tenggara;low_mountain;patched_state;Nusa_Tenggara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4559;minor_aboriginal;mythic;mediterranean_fruit;0;0;0;0;0;0;0;0;0;0;Bendigo;Victoria;;patched_state;Victoria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4560;pennsylvania_dutch;lutheran;grain;0;0;6;2;2;0;0;0;0;0;Allentown;Pennsylvania;plains;patched_state;Pennsylvania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4561;uzbek;sunni;cloth;0;0;15;0;0;0;10;0;0;0;Denov;Bukhara;hills;patched_state;Bukhara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4562;xiang;nuoism;grain;0;0;114;0;0;0;0;0;10;0;Huaihua;West_Hubei;farmland;patched_state;West_Hubei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4563;ojibwe-potawatomi;waashat;cloth;0;0;0;0;0;0;0;0;0;0;PROV4563;Wisconsin;forest;patched_state;Wisconsin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4564;min;daoism;grain;0;0;64;6;4;0;0;1;0;0;Longyan;Fujian;plains;patched_state;Fujian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4565;sardinian;catholic;fish;0;0;5;0;0;0;0;0;4;0;La Maddalena;Sardinia;coastal_terrain;patched_state;Sardinia;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4566;cajun;catholic;sugar;0;0;2;1;0;0;0;0;15;0;Houma;Louisiana;plains;patched_state;Louisiana;;slaves;creole;catholic;4;;;;;;;;;;;;;;;;;;;;;;;;
4567;sulawesi;sunni;cloth;0;0;0;0;0;0;4;0;0;0;Tangki;Sulawesi;dense_jungle;patched_state;Sulawesi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4568;romanian;orthodox;stone;0;0;10;2;0;0;0;0;7;0;Lernest;Siebenburgen;;patched_state;Siebenburgen;;;;;;tribesmen;romani;catholic;2;;;;;;;;;;;;;;;;;;;;
4569;bornean;sunni;cloth;0;0;17;0;0;0;0;0;0;0;Lahad Datu;Sabah;sparse_jungle;patched_state;Sabah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4570;korean;mahayana;grain;0;0;59;0;0;0;0;0;0;0;Gimcheon;Namhan;low_mountain;patched_state;Namhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4571;;;;0;0;0;0;0;0;0;0;0;0;Peipus;spare_state;coastal_terrain;spare_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4572;minor_aboriginal;mythic;livestock;0;0;0;0;0;0;0;0;0;0;PROV4572;Northern_Territory;desert;patched_state;Northern_Territory;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4573;bornean;sunni;cloth;0;0;27;0;0;0;0;0;0;0;Labuan;Sabah;sparse_jungle;patched_state;Sabah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4574;beihua;mahayana;livestock;0;0;5;0;0;0;0;2;10;0;Delingha;Qinghai;hills;patched_state;Qinghai;;upper_strata;manchu;confucianism;1;lower_strata;oirat;mahayana;8;;;;;;;;;;;;;;;;;;;;
4575;mambwe_lungu;bantu;cloth;0;0;2;0;0;0;8;0;0;0;PROV4575;Northern_Rhodesia;plains;patched_state;Northern_Rhodesia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4576;kambunda;bantu;cloth;0;0;1;0;0;0;8;0;0;0;Sombo;Angola;plains;patched_state;Angola;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4577;samoyed;orthodox;cloth;0;0;2;0;0;0;0;0;0;0;Kachkanar;Ufa;low_mountain;patched_state;Ufa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4578;tuareg;sunni;elephants;0;0;3;0;0;0;19;0;0;0;Mongo;Chad;semi_arid;patched_state;Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
