PROVID;CULTURE;Religion;TRADEGOOD;unused;unused2;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE RANK;NAME;AREA;TERRAIN;;;Subcultures / religons;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size
4992;roman;mythic;cloth;0;0;0;0;0;0;0;0;40;0;PROV4992_latin;Papua_New_Guinea;dense_jungle;patched_state;Papua_New_Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4993;luri;shiite;cloth;0;0;4;0;0;0;4;0;40;0;PROV4993;Irak_Ajami;;patched_state;Irak_Ajami;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4994;malayan;sunni;cloth;0;0;2;0;0;0;0;0;39;0;Bandar Tun Razak;Johore;;patched_state;Johore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4995;japanese;shinto;grain;0;0;39;2;0;0;0;2;40;0;Yonago;Chugoku;forest;patched_state;Chugoku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4996;platense;catholic;sugar;0;0;1;0;0;0;0;0;40;0;Patquía;La Rioja;low_mountain;patched_state;La Rioja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4997;iraqi;shiite;grain;0;0;2;0;0;0;0;0;39;0;PROV4997;Al'Iraq;;patched_state;Al'Iraq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4998;malayan;sunni;cloth;0;0;2;0;0;0;0;0;39;0;Temerloh;Johore;;patched_state;Johore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4999;jin;confucianism;cloth;0;0;7;0;0;0;0;0;39;0;PROV4999;Shaanxi;;patched_state;Shaanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5000;koyukon;inuit;fish;0;0;0;0;0;0;0;0;39;0;PROV5000;Alaska;tundra;patched_state;Alaska;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5001;temne;serer;cloth;0;0;3;0;0;5;18;0;40;0;Loko;Sierra Leone;;patched_state;Sierra Leone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5002;marathi;hindu;grain;0;0;98;14;5;0;29;0;40;0;PROV5002;Hyderbad;;patched_state;Hyderbad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5003;cheyenne;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV5003;South_Dakota;;patched_state;South_Dakota;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5004;itelmen;siberian_shamanism;fish;0;0;0;0;0;0;0;0;39;0;PROV5004;Kamchatka;boreal_forest;patched_state;Kamchatka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5005;han;confucianism;cloth;0;0;58;2;2;0;0;3;39;0;Shiyan;Hubei;;patched_state;Hubei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5006;oroqen;mahayana;cloth;0;0;0;0;0;0;1;0;39;0;PROV5006;state_53;;patched_state;state_53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5007;chilean;catholic;grain;0;0;1;0;0;0;0;0;40;0;Taltal;Norte Chico;;patched_state;Norte Chico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5008;jin;confucianism;cloth;0;0;7;0;0;0;0;0;39;0;PROV5008;Gansu;;patched_state;Gansu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5009;bedouin;ibadi;cloth;0;0;0;0;0;0;3;0;40;0;PROV5009;Oman;;patched_state;Oman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5010;russian;orthodox;grain;0;0;1;0;0;0;0;0;39;0;Krechetova;Novgorod;;patched_state;Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5011;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5011;Kazan;;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5012;english;anglican;cloth;0;0;3;1;0;0;0;0;45;0;Rutland;East_Midlands;;patched_state;East_Midlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5013;french;catholic;cloth;0;0;57;38;67;0;0;19;39;1;Paris;Île-de-France;;patched_state;Île-de-France;;lower_strata;french;lutheran;2;middle strata;french;lutheran;1;lower strata;ashkenazi;jewish;2;;;;;;;;;;;;;;;;
5014;english;anglican;cloth;0;0;25;11;7;0;0;2;50;0;Derby;West_Midlands;;patched_state;West_Midlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5015;russian;orthodox;cloth;0;0;1;0;0;0;0;0;39;0;PROV5015;Tula;;patched_state;Tula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5016;russian;orthodox;wood;0;0;0;0;0;0;0;0;39;0;Shalakusha;Olonets;boreal_forest;patched_state;Olonets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5017;crimean;orthodox;horses;0;0;0;0;0;0;0;0;39;0;PROV5017;Kuban;;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5018;ukrainian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;Krolevets;Chernigov;;patched_state;Chernigov;;lower_strata;polish;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
5019;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5019;Nizhny_Novgorod;;patched_state;Nizhny_Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5020;basque;catholic;cloth;0;0;22;3;7;0;0;2;39;0;Oloron-Sainte-Marie;Aquitaine;;patched_state;Aquitaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5021;malinke;serer;cloth;0;0;1;0;0;7;21;0;40;0;Tambaakundaa;Senegal;;patched_state;Senegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5022;turkish;sunni;cloth;0;0;17;2;1;0;0;0;39;0;Akşehir;Karaman;;patched_state;Karaman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5023;castilian;catholic;cloth;0;0;10;3;5;0;0;1;39;0;Santander;Castille;;patched_state;Castille;;lower_strata;basque;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
5024;scottish;reformed;wool;0;0;3;1;0;0;0;0;40;0;Argyll;Scotland;;patched_state;Scotland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5025;french;catholic;cloth;0;0;9;1;2;0;0;1;39;0;Sedan;Champagne-Ardenne;;patched_state;Champagne-Ardenne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5026;levantine;sunni;cloth;0;0;6;0;0;0;0;0;39;0;Irbid;Al-Urdunn;;patched_state;Al-Urdunn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5027;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5027;Kaluga;;patched_state;Kaluga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5028;bulgarian;orthodox;cloth;0;0;10;2;4;0;0;1;0;1;Pazardzik;Balgariya;low_mountain;patched_state;Balgariya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5029;crimean;orthodox;horses;0;0;0;0;0;0;0;0;39;0;Krasnodar;Kuban;;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5030;hindi;hindu;cloth;0;0;330;30;16;0;92;0;40;0;PROV5030;state_307;;patched_state;state_307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5031;ukrainian;orthodox;grain;0;0;5;0;0;0;0;0;39;0;Berezivka;Kherson;farmland;patched_state;Kherson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5032;ukrainian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;Gorodnya;Chernigov;;patched_state;Chernigov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5033;manchu;mahayana;cloth;0;0;7;0;0;0;0;0;39;0;PROV5033;Sungkiang;;patched_state;Sungkiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5034;gondi;hindu;cloth;0;0;21;0;3;0;20;0;40;0;PROV5034;state_594;;patched_state;state_594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5035;moldovan;orthodox;cloth;0;0;11;0;0;0;0;0;39;0;Orhei;Bessarabia;farmland;patched_state;Bessarabia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5036;vietnamese;linh;cloth;0;0;0;0;0;0;0;0;40;0;PROV5036;North_Vietnam;;patched_state;North_Vietnam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5037;turkish;sunni;cloth;0;0;11;1;0;0;0;1;39;0;Karahisar;Eskisehir;;patched_state;Eskisehir;;lower_strata;greek;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
5038;marathi;hindu;cloth;0;0;32;0;2;0;10;0;40;0;PROV5038;Böhmen48;;patched_state;Böhmen48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5039;roman;mana;cloth;0;0;0;0;0;0;0;0;40;0;PROV5039;Salomon_Islands;;patched_state;Salomon_Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5040;libyan;sunni;cloth;0;0;10;0;0;0;3;0;39;0;al-Baida;Cyrenaica;;patched_state;Cyrenaica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5041;khakas;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV5041;Tomsk;boreal_forest;patched_state;Tomsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5042;moroccan;sunni;cloth;0;0;2;0;0;0;5;0;39;0;Er-Rich;Tafilalt;low_mountain;patched_state;Tafilalt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5043;bulgarian;orthodox;cloth;0;0;8;1;2;0;0;1;0;0;Pernik;Balgariya;;patched_state;Balgariya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5044;iraqi;sunni;cloth;0;0;0;0;0;0;0;0;1;0;PROV5044;state_480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5045;iraqi;sunni;grain;0;0;2;0;0;0;0;0;39;0;PROV5045;Al'Iraq;;patched_state;Al'Iraq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5046;khakas;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV5046;Khanty-Mansi;boreal_forest;patched_state;Khanty-Mansi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5047;moroccan;sunni;cloth;0;0;3;0;0;0;5;0;39;0;Khenifra;Fes-Meknes;extreme_mountain;patched_state;Fes-Meknes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5048;dolgan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV5048;Khanty-Mansi;boreal_forest;patched_state;Khanty-Mansi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5049;manchu;mahayana;cloth;0;0;7;0;0;0;0;0;39;0;PROV5049;Sungkiang;;patched_state;Sungkiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5050;tamil;hindu;cloth;0;0;53;5;3;0;15;0;40;0;PROV5050;state_38;;patched_state;state_38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5051;burmese;theravada;cloth;0;0;3;0;0;0;7;0;39;0;PROV5051;state_112;;patched_state;state_112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5052;uighur;sunni;cloth;0;0;24;1;1;0;0;1;39;0;Altay;Xinjiang;;patched_state;Xinjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5053;latin_caribbean;catholic;amber;0;0;3;0;0;0;0;0;39;0;Santiago de los Caballeros;Dominicana;hills;patched_state;Dominicana;;slaves;zambo;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
5054;puelche;tain_feyentun;livestock;0;0;0;0;0;0;1;0;40;0;Lácar;Neuquén;;patched_state;Neuquén;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5055;yue;confucianism;cloth;0;0;14;0;0;1;0;1;39;0;Laibin;North Guangxi;;patched_state;North Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5056;roman;mana;cloth;0;0;0;0;0;0;0;0;40;0;PROV5056;Salomon_Islands;;patched_state;Salomon_Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5057;roman;mythic;grain;0;0;0;0;0;0;0;0;40;0;PROV5057;New_South_Wales;;patched_state;New_South_Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5058;yue;confucianism;cloth;0;0;54;3;0;4;0;4;39;0;Hechi;North Guangxi;;patched_state;North Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5059;platense;catholic;livestock;0;0;2;0;0;0;0;0;40;0;Mendoza;Mendoza Argentina;low_mountain;patched_state;Mendoza Argentina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5060;luba;bantu;cloth;0;0;2;0;0;0;8;0;40;0;PROV5060;Congo;dense_jungle;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5061;dolgan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV5061;Khanty-Mansi;boreal_forest;patched_state;Khanty-Mansi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5062;afar;coptic;cloth;0;0;2;0;0;2;25;0;40;0;PROV5062;Abyssinia;;patched_state;Abyssinia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5063;songhai;sunni;cloth;0;0;3;0;0;0;22;0;40;0;Diré;Mali;;patched_state;Mali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5064;uighur;sunni;cloth;0;0;7;0;0;0;0;0;39;0;PROV5064;Böhmen52;;patched_state;Böhmen52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5065;malinke;serer;cloth;0;0;3;0;0;7;22;0;40;0;Koldaa;Senegal;;patched_state;Senegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5066;chilean;catholic;fish;0;0;7;1;0;0;0;0;40;0;Valparaiso;Chile del Sur;;patched_state;Chile del Sur;;lower_strata;mapuche;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
5067;north_italian;catholic;grain;0;0;8;2;0;0;0;0;39;0;San Donà del Piave;Veneto;farmland;patched_state;Veneto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5068;north_german;lutheran;cloth;0;0;8;5;4;0;0;1;40;0;Lübeck;Schleswig-Holstein;;patched_state;Schleswig-Holstein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5069;swedish;lutheran;wood;0;0;1;0;0;0;0;0;39;0;Söderhamn;state_715;;patched_state;state_715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5070;finnish;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5070;state_408;;patched_state;state_408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5071;amharic;coptic;cloth;0;0;2;0;0;8;18;0;39;0;PROV5071;Abyssinia;;patched_state;Abyssinia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5072;dolgan;tengri;wood;0;0;0;0;0;0;0;0;40;0;PROV5072;Krasnoyarsk;tundra;patched_state;Krasnoyarsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5073;kurdish;shiite;cloth;0;0;0;0;0;0;0;0;39;0;PROV5073;state_328;;patched_state;state_328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5074;galician;catholic;cloth;0;0;10;1;1;0;0;0;39;0;Verin;Galicia ;;patched_state;Galicia ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5075;french;catholic;cloth;0;0;22;9;23;0;0;3;39;0;Metz;Lorraine;;patched_state;Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5076;french;catholic;cloth;0;0;10;4;11;0;0;1;39;0;Charleville-Mézières;Champagne-Ardenne;;patched_state;Champagne-Ardenne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5077;north_german;lutheran;cloth;0;0;14;10;10;0;0;3;40;0;Hamburg;Hamburg;;patched_state;Hamburg;;lower_strata;ashkenazi;jewish;2;middle_strata;ashkenazi;jewish;1;;;;;;;;;;;;;;;;;;;;
5078;turkish;sunni;cloth;0;0;10;1;0;0;0;1;39;0;Van;Van;;patched_state;Van;;lower_strata;syriac;nestorian;4;lower_strata;armenian;orthodox;5;;;;;;;;;;;;;;;;;;;;
5079;english;anglican;cloth;0;0;3;1;0;0;0;1;39;0;Channel Isles;Basse-Normandie;;patched_state;Basse-Normandie;;lower_strata;french;catholic;3;middle_strata;french;catholic;1;;;;;;;;;;;;;;;;;;;;
5080;crimean;sunni;fish;0;0;4;0;0;0;0;0;39;0;Perekop;Taurida;farmland;patched_state;Taurida;;lower_strata;eastern_german;evangelical;2;lower_strata;cossack;orthodox;1;;;;;;;;;;;;;;;;;;;;
5081;livonian;lutheran;cloth;0;0;5;0;0;0;0;0;39;0;Tukum;Kurland;;patched_state;Kurland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5082;han;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;PROV5082;Chahar;;patched_state;Chahar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5083;ukrainian;orthodox;cloth;0;0;1;0;0;0;0;0;39;0;PROV5083;Kursk;;patched_state;Kursk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5084;russian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;Nikolskoye;Tver;;patched_state;Tver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5085;marathi;hindu;grain;0;0;115;14;5;0;29;0;40;0;PROV5085;Hyderbad;;patched_state;Hyderbad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5086;levantine;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;Antakya;Aleppo;;patched_state;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5087;ukrainian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;Stary Oskol;Kursk;;patched_state;Kursk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5088;japanese;shinto;fur;0;0;53;5;0;0;11;5;40;0;Akita;Tohoku;;patched_state;Tohoku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5089;galician;catholic;cloth;0;0;11;1;0;0;0;0;39;0;Ourense;Galicia ;;patched_state;Galicia ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5090;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;Perm;Perm;boreal_forest;patched_state;Perm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5091;french;catholic;cloth;0;0;30;7;4;0;0;1;39;0;Nogent-le-Rotrou;Orléans;;patched_state;Orléans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5092;libyan;sunni;cloth;0;0;8;0;0;0;4;0;39;0;PROV5092;Cyrenaica;;patched_state;Cyrenaica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5093;kurdish;sunni;grain;0;0;0;0;0;0;0;0;39;0;Erbil;Mosil;;patched_state;Mosil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5094;cherokee;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV5094;Kentucky;;patched_state;Kentucky;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5095;turkish;sunni;cloth;0;0;9;3;6;0;0;2;39;0;Kirklareli;Edirne;;patched_state;Edirne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5096;crimean;sunni;fish;0;0;6;0;0;0;0;0;39;0;Ribalche;Taurida;farmland;patched_state;Taurida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5097;yakut;tengri;cloth;0;0;0;0;0;0;0;0;40;0;PROV5097;Yakutia;boreal_forest;patched_state;Yakutia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5098;hokkaido_ainu;kamuy;coal;0;0;0;0;0;0;1;0;40;0;Chupet;Ezo;forest;patched_state;Ezo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5099;bulgarian;sunni;cloth;0;0;17;9;11;0;0;1;0;1;Edirne;Edirne;;patched_state;Edirne;;lower_strata;sephardi;jewish;4;middle_strata;sephardi;jewish;3;proletariat;sephardi;jewish;2;upper_strata;sephardi;jewish;2;lower_strata;greek;orthodox;2;middle_strata;greek;orthodox;1;proletariat;greek;orthodox;1
5100;shawnee;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV5100;Indiana;;patched_state;Indiana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5101;tagalog;catholic;grain;0;0;0;0;0;0;1;0;39;0;Palanan;North Luzon;low_mountain;patched_state;North Luzon;;tribesmen;tagalog;anito;1;;;;;;;;;;;;;;;;;;;;;;;;
5102;mongolian;mahayana;horses;0;0;0;0;0;0;1;0;39;0;PROV5102;Mongolia;semi_arid;patched_state;Mongolia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5103;korean;mahayana;cloth;0;0;72;0;0;0;0;0;40;0;Yonghung;Bukhan;;patched_state;Bukhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5104;laotian;theravada;cloth;0;0;4;0;0;0;0;0;39;0;Chatturat;Siam;;patched_state;Siam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5105;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5105;Vyatka;;patched_state;Vyatka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5106;han;confucianism;cloth;0;0;58;2;2;0;0;3;39;0;PROV5106;Chongqing;;patched_state;Chongqing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5107;roman;mana;cloth;0;0;0;0;0;0;0;0;40;0;Kupang;Nusa_Tenggara;;patched_state;Nusa_Tenggara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5108;libyan;sunni;cloth;0;0;8;0;0;0;4;0;39;0;Tobruk;Cyrenaica;;patched_state;Cyrenaica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5109;livonian;lutheran;cloth;0;0;5;0;0;0;0;0;39;0;Goldingen;Kurland;;patched_state;Kurland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5110;platense;catholic;sulphur;0;0;1;0;0;0;0;0;40;0;Falkland Islands;Tierra del Fuego;;patched_state;Tierra del Fuego;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5111;miao;linh;cloth;0;0;0;0;0;0;6;0;39;0;PROV5111;Ya'an;;patched_state;Ya'an;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5112;sundanese;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV5112;Nusa_Tenggara;;patched_state;Nusa_Tenggara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5113;rajasthani;mahdavia;cloth;0;0;15;0;0;0;4;0;40;0;Bahawalpur;Böhmen01;;patched_state;Böhmen01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5114;yakut;tengri;cloth;0;0;0;0;0;0;0;0;40;0;Yakutsk;Yakutia;boreal_forest;patched_state;Yakutia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5115;hokkaido_ainu;kamuy;gold;0;0;0;0;0;0;1;0;40;0;Akan;Ezo;low_mountain;patched_state;Ezo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5116;colombian;catholic;dye;0;0;3;0;0;0;0;0;40;0;Meta;Colombia;sparse_jungle;patched_state;Colombia;;tribesmen;tupi;catimbo;3;;;;;;;;;;;;;;;;;;;;;;;;
5117;mongolian;mahayana;horses;0;0;0;0;0;0;1;0;39;0;Ulaanbaatar;Mongolia;semi_arid;patched_state;Mongolia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5118;oroqen;mahayana;cloth;0;0;0;0;0;0;1;0;39;0;PROV5118;state_53;;patched_state;state_53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5119;laotian;theravada;cloth;0;0;6;0;0;0;0;0;39;0;Xekong;Laos;;patched_state;Laos;;tribesmen;khmer;linh;3;;;;;;;;;;;;;;;;;;;;;;;;
5120;manchu;mahayana;cloth;0;0;24;1;1;0;0;1;39;0;PROV5120;Heilongjiang;;patched_state;Heilongjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5121;aonikenk;tain_feyentun;livestock;0;0;0;0;0;0;1;0;40;0;Viedma;Río Negro;;patched_state;Río Negro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5122;urdu;sunni;cloth;0;0;5;0;0;0;2;0;40;0;PROV5122;Baluchistan;desert;patched_state;Baluchistan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5123;colombian;catholic;coffee;0;0;14;3;1;0;0;1;39;0;Medellín;Colombia;hills;patched_state;Colombia;;slaves;mulatto;catholic;5;tribesmen;panche;muisca;2;;;;;;;;;;;;;;;;;;;;
5124;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5124;Vologda;boreal_forest;patched_state;Vologda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5125;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;Kazan;Kazan;;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5126;azeri;sunni;cloth;0;0;11;0;0;0;0;0;39;0;PROV5126;Azerbijan;;patched_state;Azerbijan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5127;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5127;Minsk;plains;patched_state;Minsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5128;french;catholic;cloth;0;0;14;1;0;0;0;0;39;0;Saint-Dizier;Champagne-Ardenne;;patched_state;Champagne-Ardenne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5129;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;Salihorsk;Minsk;plains;patched_state;Minsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5130;north_german;lutheran;cloth;0;0;0;0;0;0;0;0;39;0;Kolberg;Pommern;;patched_state;Pommern;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5131;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5131;Vologda;boreal_forest;patched_state;Vologda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5132;crimean;sunni;fish;0;0;7;0;0;0;0;0;39;0;Simferopol;Taurida;hills;patched_state;Taurida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5133;walloon;catholic;cloth;0;0;18;2;0;0;0;1;45;0;Wavre;Wallonia;;patched_state;Wallonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5134;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5134;Kazan;;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5135;yankee;lutheran;cloth;0;0;5;1;0;0;0;0;40;0;Stockbridge;Massachusetts;;patched_state;Massachusetts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5136;swedish;reformed;cloth;0;0;1;0;0;0;0;0;39;0;PROV5136;state_436;;patched_state;state_436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5137;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV5137;Olonets;boreal_forest;patched_state;Olonets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5138;turkish;sunni;cloth;0;0;8;0;0;0;0;0;39;0;Niyaz;Kutahya;;patched_state;Kutahya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5139;yankee;lutheran;cloth;0;0;6;5;8;0;0;2;40;0;Providence;Rhode Island;;patched_state;Rhode Island;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
